data,reuniao,mediana
2004-11-18,R1/2006,15.5
2004-11-22,R1/2006,15.5
2004-11-29,R1/2006,15.5
2004-12-06,R1/2006,15.5
2004-12-13,R1/2006,15.5
2004-12-20,R1/2006,15.5
2004-12-27,R1/2006,15.5
2005-01-03,R1/2006,15.75
2005-01-10,R1/2006,15.75
2005-01-17,R1/2006,16.0
2005-01-20,R2/2006,15.5
2005-01-24,R1/2006,16.0
2005-01-24,R2/2006,16.0
2005-01-31,R1/2006,16.5
2005-01-31,R2/2006,16.2
2005-02-09,R1/2006,16.5
2005-02-09,R2/2006,16.0
2005-02-14,R1/2006,16.5
2005-02-14,R2/2006,16.15
2005-02-17,R3/2006,15.5
2005-02-21,R1/2006,16.5
2005-02-21,R2/2006,16.25
2005-02-21,R3/2006,16.0
2005-02-28,R1/2006,16.75
2005-02-28,R2/2006,16.25
2005-02-28,R3/2006,16.0
2005-03-07,R1/2006,16.75
2005-03-07,R2/2006,16.25
2005-03-07,R3/2006,16.0
2005-03-14,R1/2006,17.0
2005-03-14,R2/2006,16.38
2005-03-14,R3/2006,16.0
2005-03-21,R1/2006,17.0
2005-03-21,R2/2006,16.5
2005-03-21,R3/2006,16.0
2005-03-28,R1/2006,17.25
2005-03-28,R2/2006,16.5
2005-03-28,R3/2006,16.25
2005-04-04,R1/2006,17.25
2005-04-04,R2/2006,16.5
2005-04-04,R3/2006,16.13
2005-04-11,R1/2006,17.25
2005-04-11,R2/2006,16.5
2005-04-11,R3/2006,16.0
2005-04-18,R1/2006,17.5
2005-04-18,R2/2006,16.5
2005-04-18,R3/2006,16.38
2005-04-22,R4/2006,16.25
2005-04-25,R1/2006,17.5
2005-04-25,R2/2006,16.5
2005-04-25,R3/2006,16.25
2005-04-25,R4/2006,16.0
2005-05-02,R1/2006,17.5
2005-05-02,R2/2006,17.0
2005-05-02,R3/2006,16.5
2005-05-02,R4/2006,16.0
2005-05-09,R1/2006,17.5
2005-05-09,R2/2006,16.88
2005-05-09,R3/2006,16.63
2005-05-09,R4/2006,16.0
2005-05-16,R1/2006,17.5
2005-05-16,R2/2006,17.0
2005-05-16,R3/2006,16.5
2005-05-16,R4/2006,16.0
2005-05-19,R5/2006,16.0
2005-05-23,R1/2006,17.63
2005-05-23,R2/2006,17.0
2005-05-23,R3/2006,16.5
2005-05-23,R4/2006,16.1
2005-05-23,R5/2006,16.5
2005-05-30,R1/2006,17.75
2005-05-30,R2/2006,17.0
2005-05-30,R3/2006,16.75
2005-05-30,R4/2006,16.25
2005-05-30,R5/2006,16.25
2005-06-06,R1/2006,17.75
2005-06-06,R2/2006,17.0
2005-06-06,R3/2006,17.0
2005-06-06,R4/2006,16.5
2005-06-06,R5/2006,16.0
2005-06-13,R1/2006,17.75
2005-06-13,R2/2006,17.0
2005-06-13,R3/2006,16.75
2005-06-13,R4/2006,16.5
2005-06-13,R5/2006,16.0
2005-06-16,R6/2006,16.0
2005-06-20,R1/2006,17.75
2005-06-20,R2/2006,17.0
2005-06-20,R3/2006,16.75
2005-06-20,R4/2006,16.5
2005-06-20,R5/2006,16.13
2005-06-20,R6/2006,16.0
2005-06-27,R1/2006,17.63
2005-06-27,R2/2006,17.0
2005-06-27,R3/2006,16.63
2005-06-27,R4/2006,16.5
2005-06-27,R5/2006,16.25
2005-06-27,R6/2006,16.25
2005-07-04,R1/2006,17.5
2005-07-04,R2/2006,17.0
2005-07-04,R3/2006,16.5
2005-07-04,R4/2006,16.5
2005-07-04,R5/2006,16.25
2005-07-04,R6/2006,16.25
2005-07-11,R1/2006,17.5
2005-07-11,R2/2006,17.0
2005-07-11,R3/2006,16.75
2005-07-11,R4/2006,16.5
2005-07-11,R5/2006,16.38
2005-07-11,R6/2006,16.25
2005-07-18,R1/2006,17.5
2005-07-18,R2/2006,17.0
2005-07-18,R3/2006,16.63
2005-07-18,R4/2006,16.5
2005-07-18,R5/2006,16.25
2005-07-18,R6/2006,16.0
2005-07-25,R1/2006,17.5
2005-07-25,R2/2006,17.0
2005-07-25,R3/2006,16.75
2005-07-25,R4/2006,16.5
2005-07-25,R5/2006,16.25
2005-07-25,R6/2006,16.0
2005-08-01,R1/2006,17.5
2005-08-01,R2/2006,17.0
2005-08-01,R3/2006,16.75
2005-08-01,R4/2006,16.5
2005-08-01,R5/2006,16.13
2005-08-01,R6/2006,16.0
2005-08-08,R1/2006,17.5
2005-08-08,R2/2006,17.0
2005-08-08,R3/2006,16.75
2005-08-08,R4/2006,16.5
2005-08-08,R5/2006,16.25
2005-08-08,R6/2006,16.0
2005-08-15,R1/2006,17.5
2005-08-15,R2/2006,17.0
2005-08-15,R3/2006,16.5
2005-08-15,R4/2006,16.5
2005-08-15,R5/2006,16.0
2005-08-15,R6/2006,16.0
2005-08-18,R7/2006,16.0
2005-08-22,R1/2006,17.5
2005-08-22,R2/2006,17.0
2005-08-22,R3/2006,16.5
2005-08-22,R4/2006,16.5
2005-08-22,R5/2006,16.13
2005-08-22,R6/2006,16.0
2005-08-22,R7/2006,16.0
2005-08-29,R1/2006,17.5
2005-08-29,R2/2006,17.0
2005-08-29,R3/2006,16.5
2005-08-29,R4/2006,16.5
2005-08-29,R5/2006,16.25
2005-08-29,R6/2006,16.0
2005-08-29,R7/2006,16.0
2005-09-05,R1/2006,17.5
2005-09-05,R2/2006,17.0
2005-09-05,R3/2006,16.5
2005-09-05,R4/2006,16.5
2005-09-05,R5/2006,16.13
2005-09-05,R6/2006,16.0
2005-09-05,R7/2006,16.0
2005-09-12,R1/2006,17.5
2005-09-12,R2/2006,17.0
2005-09-12,R3/2006,16.5
2005-09-12,R4/2006,16.5
2005-09-12,R5/2006,16.13
2005-09-12,R6/2006,16.0
2005-09-12,R7/2006,16.0
2005-09-19,R1/2006,17.5
2005-09-19,R2/2006,17.0
2005-09-19,R3/2006,16.75
2005-09-19,R4/2006,16.5
2005-09-19,R5/2006,16.25
2005-09-19,R6/2006,16.0
2005-09-19,R7/2006,16.0
2005-09-21,R8/2006,16.5
2005-09-26,R1/2006,17.5
2005-09-26,R2/2006,17.0
2005-09-26,R3/2006,16.75
2005-09-26,R4/2006,16.5
2005-09-26,R5/2006,16.25
2005-09-26,R6/2006,16.0
2005-09-26,R7/2006,16.0
2005-09-26,R8/2006,16.0
2005-10-03,R1/2006,17.5
2005-10-03,R2/2006,16.75
2005-10-03,R3/2006,16.5
2005-10-03,R4/2006,16.25
2005-10-03,R5/2006,16.13
2005-10-03,R6/2006,16.0
2005-10-03,R7/2006,16.0
2005-10-03,R8/2006,16.0
2005-10-10,R1/2006,17.5
2005-10-10,R2/2006,17.0
2005-10-10,R3/2006,16.75
2005-10-10,R4/2006,16.5
2005-10-10,R5/2006,16.25
2005-10-10,R6/2006,16.0
2005-10-10,R7/2006,16.0
2005-10-10,R8/2006,16.0
2005-10-17,R1/2006,17.63
2005-10-17,R2/2006,17.0
2005-10-17,R3/2006,16.75
2005-10-17,R4/2006,16.5
2005-10-17,R5/2006,16.25
2005-10-17,R6/2006,16.0
2005-10-17,R7/2006,16.0
2005-10-17,R8/2006,15.75
2005-10-24,R1/2006,17.5
2005-10-24,R2/2006,17.0
2005-10-24,R3/2006,16.75
2005-10-24,R4/2006,16.5
2005-10-24,R5/2006,16.25
2005-10-24,R6/2006,16.0
2005-10-24,R7/2006,16.0
2005-10-24,R8/2006,15.75
2005-10-31,R1/2006,17.5
2005-10-31,R2/2006,17.0
2005-10-31,R3/2006,16.75
2005-10-31,R4/2006,16.5
2005-10-31,R5/2006,16.25
2005-10-31,R6/2006,16.0
2005-10-31,R7/2006,16.0
2005-10-31,R8/2006,16.0
2005-11-07,R1/2006,17.5
2005-11-07,R2/2006,17.0
2005-11-07,R3/2006,16.63
2005-11-07,R4/2006,16.5
2005-11-07,R5/2006,16.25
2005-11-07,R6/2006,16.0
2005-11-07,R7/2006,16.0
2005-11-07,R8/2006,15.88
2005-11-14,R1/2006,17.5
2005-11-14,R2/2006,17.0
2005-11-14,R3/2006,16.5
2005-11-14,R4/2006,16.25
2005-11-14,R5/2006,16.0
2005-11-14,R6/2006,16.0
2005-11-14,R7/2006,16.0
2005-11-14,R8/2006,15.75
2005-11-21,R1/2006,17.5
2005-11-21,R2/2006,17.0
2005-11-21,R3/2006,16.5
2005-11-21,R4/2006,16.25
2005-11-21,R5/2006,16.0
2005-11-21,R6/2006,16.0
2005-11-21,R7/2006,15.88
2005-11-21,R8/2006,15.5
2005-11-24,R1/2007,14.13
2005-11-28,R1/2006,17.5
2005-11-28,R1/2007,15.5
2005-11-28,R2/2006,17.0
2005-11-28,R3/2006,16.5
2005-11-28,R4/2006,16.25
2005-11-28,R5/2006,16.0
2005-11-28,R6/2006,16.0
2005-11-28,R7/2006,15.75
2005-11-28,R8/2006,15.5
2005-12-05,R1/2006,17.5
2005-12-05,R1/2007,15.0
2005-12-05,R2/2006,17.0
2005-12-05,R3/2006,16.5
2005-12-05,R4/2006,16.0
2005-12-05,R5/2006,16.0
2005-12-05,R6/2006,15.75
2005-12-05,R7/2006,15.5
2005-12-05,R8/2006,15.5
2005-12-12,R1/2006,17.5
2005-12-12,R1/2007,15.0
2005-12-12,R2/2006,16.75
2005-12-12,R3/2006,16.5
2005-12-12,R4/2006,16.0
2005-12-12,R5/2006,15.75
2005-12-12,R6/2006,15.5
2005-12-12,R7/2006,15.5
2005-12-12,R8/2006,15.25
2005-12-19,R1/2006,17.5
2005-12-19,R1/2007,15.0
2005-12-19,R2/2006,16.75
2005-12-19,R3/2006,16.38
2005-12-19,R4/2006,16.0
2005-12-19,R5/2006,15.5
2005-12-19,R6/2006,15.5
2005-12-19,R7/2006,15.5
2005-12-19,R8/2006,15.25
2005-12-26,R1/2006,17.5
2005-12-26,R1/2007,15.0
2005-12-26,R2/2006,16.75
2005-12-26,R3/2006,16.25
2005-12-26,R4/2006,15.88
2005-12-26,R5/2006,15.5
2005-12-26,R6/2006,15.5
2005-12-26,R7/2006,15.25
2005-12-26,R8/2006,15.0
2006-01-02,R1/2006,17.5
2006-01-02,R1/2007,15.0
2006-01-02,R2/2006,17.0
2006-01-02,R3/2006,16.5
2006-01-02,R4/2006,16.0
2006-01-02,R5/2006,15.5
2006-01-02,R6/2006,15.5
2006-01-02,R7/2006,15.25
2006-01-02,R8/2006,15.0
2006-01-09,R1/2006,17.5
2006-01-09,R1/2007,15.0
2006-01-09,R2/2006,17.0
2006-01-09,R3/2006,16.5
2006-01-09,R4/2006,16.0
2006-01-09,R5/2006,15.5
2006-01-09,R6/2006,15.5
2006-01-09,R7/2006,15.25
2006-01-09,R8/2006,15.0
2006-01-16,R1/2006,17.25
2006-01-16,R1/2007,15.0
2006-01-16,R2/2006,16.75
2006-01-16,R3/2006,16.38
2006-01-16,R4/2006,16.0
2006-01-16,R5/2006,15.5
2006-01-16,R6/2006,15.25
2006-01-16,R7/2006,15.0
2006-01-16,R8/2006,15.0
2006-01-19,R2/2007,15.0
2006-01-23,R1/2007,15.0
2006-01-23,R2/2006,16.5
2006-01-23,R2/2007,14.75
2006-01-23,R3/2006,16.0
2006-01-23,R4/2006,15.5
2006-01-23,R5/2006,15.5
2006-01-23,R6/2006,15.25
2006-01-23,R7/2006,15.0
2006-01-23,R8/2006,15.0
2006-01-30,R1/2007,15.0
2006-01-30,R2/2006,16.5
2006-01-30,R2/2007,14.75
2006-01-30,R3/2006,16.0
2006-01-30,R4/2006,15.5
2006-01-30,R5/2006,15.25
2006-01-30,R6/2006,15.0
2006-01-30,R7/2006,15.0
2006-01-30,R8/2006,15.0
2006-02-06,R1/2007,14.5
2006-02-06,R2/2006,16.5
2006-02-06,R2/2007,14.75
2006-02-06,R3/2006,16.0
2006-02-06,R4/2006,15.5
2006-02-06,R5/2006,15.25
2006-02-06,R6/2006,15.0
2006-02-06,R7/2006,15.0
2006-02-06,R8/2006,15.0
2006-02-13,R1/2007,14.5
2006-02-13,R2/2006,16.5
2006-02-13,R2/2007,14.5
2006-02-13,R3/2006,16.0
2006-02-13,R4/2006,15.5
2006-02-13,R5/2006,15.25
2006-02-13,R6/2006,15.0
2006-02-13,R7/2006,15.0
2006-02-13,R8/2006,15.0
2006-02-20,R1/2007,14.5
2006-02-20,R2/2006,16.5
2006-02-20,R2/2007,14.25
2006-02-20,R3/2006,16.0
2006-02-20,R4/2006,15.5
2006-02-20,R5/2006,15.0
2006-02-20,R6/2006,15.0
2006-02-20,R7/2006,15.0
2006-02-20,R8/2006,14.75
2006-03-01,R1/2007,14.5
2006-03-01,R2/2006,16.5
2006-03-01,R2/2007,14.13
2006-03-01,R3/2006,16.0
2006-03-01,R4/2006,15.38
2006-03-01,R5/2006,15.0
2006-03-01,R6/2006,15.0
2006-03-01,R7/2006,14.75
2006-03-01,R8/2006,14.5
2006-03-06,R1/2007,14.5
2006-03-06,R2/2006,16.5
2006-03-06,R2/2007,14.0
2006-03-06,R3/2006,15.75
2006-03-06,R4/2006,15.25
2006-03-06,R5/2006,15.0
2006-03-06,R6/2006,14.88
2006-03-06,R7/2006,14.75
2006-03-06,R8/2006,14.5
2006-03-09,R3/2007,13.5
2006-03-13,R1/2007,14.25
2006-03-13,R2/2007,14.0
2006-03-13,R3/2006,15.75
2006-03-13,R3/2007,13.5
2006-03-13,R4/2006,15.25
2006-03-13,R5/2006,15.0
2006-03-13,R6/2006,14.75
2006-03-13,R7/2006,14.5
2006-03-13,R8/2006,14.5
2006-03-20,R1/2007,14.0
2006-03-20,R2/2007,14.0
2006-03-20,R3/2006,15.75
2006-03-20,R3/2007,13.5
2006-03-20,R4/2006,15.0
2006-03-20,R5/2006,14.75
2006-03-20,R6/2006,14.5
2006-03-20,R7/2006,14.5
2006-03-20,R8/2006,14.25
2006-03-27,R1/2007,14.0
2006-03-27,R2/2007,14.0
2006-03-27,R3/2006,15.75
2006-03-27,R3/2007,13.5
2006-03-27,R4/2006,15.0
2006-03-27,R5/2006,14.5
2006-03-27,R6/2006,14.5
2006-03-27,R7/2006,14.25
2006-03-27,R8/2006,14.25
2006-04-03,R1/2007,14.0
2006-04-03,R2/2007,14.0
2006-04-03,R3/2006,15.75
2006-04-03,R3/2007,13.5
2006-04-03,R4/2006,15.0
2006-04-03,R5/2006,14.5
2006-04-03,R6/2006,14.5
2006-04-03,R7/2006,14.25
2006-04-03,R8/2006,14.0
2006-04-10,R1/2007,14.0
2006-04-10,R2/2007,14.0
2006-04-10,R3/2006,15.75
2006-04-10,R3/2007,13.5
2006-04-10,R4/2006,15.0
2006-04-10,R5/2006,14.5
2006-04-10,R6/2006,14.25
2006-04-10,R7/2006,14.0
2006-04-10,R8/2006,14.0
2006-04-17,R1/2007,14.0
2006-04-17,R2/2007,14.0
2006-04-17,R3/2006,15.75
2006-04-17,R3/2007,13.5
2006-04-17,R4/2006,15.0
2006-04-17,R5/2006,14.5
2006-04-17,R6/2006,14.25
2006-04-17,R7/2006,14.0
2006-04-17,R8/2006,14.0
2006-04-20,R4/2007,14.0
2006-04-24,R1/2007,14.0
2006-04-24,R2/2007,14.0
2006-04-24,R3/2007,13.5
2006-04-24,R4/2006,15.0
2006-04-24,R4/2007,13.25
2006-04-24,R5/2006,14.5
2006-04-24,R6/2006,14.25
2006-04-24,R7/2006,14.0
2006-04-24,R8/2006,14.0
2006-05-02,R1/2007,14.0
2006-05-02,R2/2007,14.0
2006-05-02,R3/2007,13.63
2006-05-02,R4/2006,15.0
2006-05-02,R4/2007,13.5
2006-05-02,R5/2006,14.75
2006-05-02,R6/2006,14.5
2006-05-02,R7/2006,14.25
2006-05-02,R8/2006,14.0
2006-05-08,R1/2007,14.0
2006-05-08,R2/2007,14.0
2006-05-08,R3/2007,13.75
2006-05-08,R4/2006,15.25
2006-05-08,R4/2007,13.5
2006-05-08,R5/2006,14.75
2006-05-08,R6/2006,14.5
2006-05-08,R7/2006,14.25
2006-05-08,R8/2006,14.0
2006-05-15,R1/2007,14.0
2006-05-15,R2/2007,14.0
2006-05-15,R3/2007,13.75
2006-05-15,R4/2006,15.25
2006-05-15,R4/2007,13.5
2006-05-15,R5/2006,14.75
2006-05-15,R6/2006,14.5
2006-05-15,R7/2006,14.25
2006-05-15,R8/2006,14.25
2006-05-22,R1/2007,14.0
2006-05-22,R2/2007,14.0
2006-05-22,R3/2007,13.75
2006-05-22,R4/2006,15.25
2006-05-22,R4/2007,13.5
2006-05-22,R5/2006,14.75
2006-05-22,R6/2006,14.5
2006-05-22,R7/2006,14.25
2006-05-22,R8/2006,14.13
2006-05-29,R1/2007,14.0
2006-05-29,R2/2007,14.0
2006-05-29,R3/2007,13.75
2006-05-29,R4/2006,15.25
2006-05-29,R4/2007,13.5
2006-05-29,R5/2006,14.75
2006-05-29,R6/2006,14.5
2006-05-29,R7/2006,14.5
2006-05-29,R8/2006,14.25
2006-06-02,R5/2007,13.0
2006-06-05,R1/2007,14.0
2006-06-05,R2/2007,14.0
2006-06-05,R3/2007,14.0
2006-06-05,R4/2007,13.63
2006-06-05,R5/2006,14.75
2006-06-05,R5/2007,13.0
2006-06-05,R6/2006,14.5
2006-06-05,R7/2006,14.5
2006-06-05,R8/2006,14.38
2006-06-12,R1/2007,14.0
2006-06-12,R2/2007,14.0
2006-06-12,R3/2007,14.0
2006-06-12,R4/2007,13.5
2006-06-12,R5/2006,14.75
2006-06-12,R5/2007,13.63
2006-06-12,R6/2006,14.5
2006-06-12,R7/2006,14.5
2006-06-12,R8/2006,14.5
2006-06-19,R1/2007,14.0
2006-06-19,R2/2007,14.0
2006-06-19,R3/2007,14.0
2006-06-19,R4/2007,13.75
2006-06-19,R5/2006,14.75
2006-06-19,R5/2007,13.75
2006-06-19,R6/2006,14.5
2006-06-19,R7/2006,14.5
2006-06-19,R8/2006,14.5
2006-06-26,R1/2007,14.13
2006-06-26,R2/2007,14.0
2006-06-26,R3/2007,14.0
2006-06-26,R5/2006,14.75
2006-06-26,R5/2007,13.75
2006-06-26,R6/2006,14.5
2006-06-26,R7/2006,14.5
2006-06-26,R8/2006,14.5
2006-07-03,R1/2007,14.0
2006-07-03,R2/2007,14.0
2006-07-03,R3/2007,14.0
2006-07-03,R5/2006,14.75
2006-07-03,R5/2007,13.75
2006-07-03,R6/2006,14.5
2006-07-03,R7/2006,14.5
2006-07-03,R8/2006,14.25
2006-07-10,R1/2007,14.0
2006-07-10,R2/2007,14.0
2006-07-10,R3/2007,14.0
2006-07-10,R5/2006,14.75
2006-07-10,R5/2007,13.75
2006-07-10,R6/2006,14.5
2006-07-10,R7/2006,14.5
2006-07-10,R8/2006,14.25
2006-07-17,R1/2007,14.0
2006-07-17,R2/2007,14.0
2006-07-17,R3/2007,13.75
2006-07-17,R5/2006,14.75
2006-07-17,R5/2007,13.75
2006-07-17,R6/2006,14.5
2006-07-17,R7/2006,14.38
2006-07-17,R8/2006,14.25
2006-07-20,R6/2007,13.75
2006-07-24,R1/2007,14.0
2006-07-24,R2/2007,14.0
2006-07-24,R3/2007,13.75
2006-07-24,R5/2007,13.5
2006-07-24,R6/2006,14.5
2006-07-24,R6/2007,13.25
2006-07-24,R7/2006,14.25
2006-07-24,R8/2006,14.25
2006-07-31,R1/2007,14.0
2006-07-31,R2/2007,14.0
2006-07-31,R3/2007,13.75
2006-07-31,R5/2007,13.5
2006-07-31,R6/2006,14.5
2006-07-31,R6/2007,13.25
2006-07-31,R7/2006,14.25
2006-07-31,R8/2006,14.0
2006-08-07,R1/2007,14.0
2006-08-07,R2/2007,14.0
2006-08-07,R3/2007,13.75
2006-08-07,R5/2007,13.5
2006-08-07,R6/2006,14.5
2006-08-07,R6/2007,13.25
2006-08-07,R7/2006,14.25
2006-08-07,R8/2006,14.0
2006-08-14,R1/2007,14.0
2006-08-14,R2/2007,14.0
2006-08-14,R3/2007,13.75
2006-08-14,R5/2007,13.5
2006-08-14,R6/2006,14.5
2006-08-14,R6/2007,13.0
2006-08-14,R7/2006,14.25
2006-08-14,R8/2006,14.0
2006-08-21,R1/2007,14.0
2006-08-21,R2/2007,14.0
2006-08-21,R3/2007,13.75
2006-08-21,R5/2007,13.5
2006-08-21,R6/2006,14.5
2006-08-21,R7/2006,14.25
2006-08-21,R8/2006,14.0
2006-08-28,R1/2007,14.0
2006-08-28,R2/2007,14.0
2006-08-28,R3/2007,13.75
2006-08-28,R5/2007,13.5
2006-08-28,R6/2006,14.5
2006-08-28,R7/2006,14.25
2006-08-28,R8/2006,14.0
2006-08-31,R7/2007,12.75
2006-09-04,R1/2007,13.75
2006-09-04,R2/2007,13.75
2006-09-04,R3/2007,13.5
2006-09-04,R5/2007,13.25
2006-09-04,R7/2006,14.0
2006-09-04,R7/2007,12.75
2006-09-04,R8/2006,14.0
2006-09-11,R1/2007,13.5
2006-09-11,R2/2007,13.5
2006-09-11,R3/2007,13.5
2006-09-11,R5/2007,13.0
2006-09-11,R7/2006,14.0
2006-09-11,R7/2007,12.75
2006-09-11,R8/2006,13.75
2006-09-18,R1/2007,13.5
2006-09-18,R2/2007,13.5
2006-09-18,R3/2007,13.25
2006-09-18,R5/2007,13.0
2006-09-18,R7/2006,14.0
2006-09-18,R7/2007,12.75
2006-09-18,R8/2006,13.75
2006-09-25,R1/2007,13.5
2006-09-25,R2/2007,13.25
2006-09-25,R3/2007,13.0
2006-09-25,R5/2007,13.0
2006-09-25,R7/2006,13.75
2006-09-25,R7/2007,12.75
2006-09-25,R8/2006,13.5
2006-10-02,R1/2007,13.25
2006-10-02,R2/2007,13.25
2006-10-02,R3/2007,13.0
2006-10-02,R5/2007,13.0
2006-10-02,R7/2006,13.75
2006-10-02,R7/2007,12.5
2006-10-02,R8/2006,13.5
2006-10-05,R4/2007,12.63
2006-10-05,R6/2007,12.38
2006-10-09,R1/2007,13.25
2006-10-09,R2/2007,13.0
2006-10-09,R3/2007,13.0
2006-10-09,R4/2007,13.0
2006-10-09,R5/2007,13.0
2006-10-09,R6/2007,12.75
2006-10-09,R7/2006,13.75
2006-10-09,R7/2007,12.5
2006-10-09,R8/2006,13.5
2006-10-16,R1/2007,13.25
2006-10-16,R2/2007,13.0
2006-10-16,R3/2007,13.0
2006-10-16,R4/2007,13.0
2006-10-16,R5/2007,12.75
2006-10-16,R6/2007,12.75
2006-10-16,R7/2006,13.75
2006-10-16,R7/2007,12.5
2006-10-16,R8/2006,13.5
2006-10-19,R8/2007,12.25
2006-10-23,R1/2007,13.25
2006-10-23,R2/2007,13.0
2006-10-23,R3/2007,13.0
2006-10-23,R4/2007,13.0
2006-10-23,R5/2007,12.75
2006-10-23,R6/2007,12.75
2006-10-23,R7/2007,12.25
2006-10-23,R8/2006,13.5
2006-10-23,R8/2007,12.0
2006-10-30,R1/2007,13.25
2006-10-30,R2/2007,13.0
2006-10-30,R3/2007,13.0
2006-10-30,R4/2007,12.63
2006-10-30,R5/2007,12.5
2006-10-30,R6/2007,12.5
2006-10-30,R7/2007,12.25
2006-10-30,R8/2006,13.25
2006-10-30,R8/2007,12.0
2006-11-06,R1/2007,13.0
2006-11-06,R2/2007,13.0
2006-11-06,R3/2007,12.75
2006-11-06,R4/2007,12.5
2006-11-06,R5/2007,12.5
2006-11-06,R6/2007,12.25
2006-11-06,R7/2007,12.0
2006-11-06,R8/2006,13.25
2006-11-06,R8/2007,12.0
2006-11-13,R1/2007,13.0
2006-11-13,R2/2007,12.75
2006-11-13,R3/2007,12.5
2006-11-13,R4/2007,12.5
2006-11-13,R5/2007,12.5
2006-11-13,R6/2007,12.25
2006-11-13,R7/2007,12.0
2006-11-13,R8/2006,13.25
2006-11-13,R8/2007,12.0
2006-11-20,R1/2007,13.0
2006-11-20,R2/2007,12.75
2006-11-20,R3/2007,12.5
2006-11-20,R4/2007,12.5
2006-11-20,R5/2007,12.5
2006-11-20,R6/2007,12.25
2006-11-20,R7/2007,12.0
2006-11-20,R8/2006,13.25
2006-11-20,R8/2007,12.0
2006-11-27,R1/2007,13.0
2006-11-27,R2/2007,12.75
2006-11-27,R3/2007,12.5
2006-11-27,R4/2007,12.5
2006-11-27,R5/2007,12.38
2006-11-27,R6/2007,12.25
2006-11-27,R7/2007,12.0
2006-11-27,R8/2006,13.25
2006-11-27,R8/2007,12.0
2006-11-30,R1/2008,12.0
2006-12-04,R1/2007,13.0
2006-12-04,R1/2008,11.5
2006-12-04,R2/2007,12.75
2006-12-04,R3/2007,12.5
2006-12-04,R4/2007,12.5
2006-12-04,R5/2007,12.25
2006-12-04,R6/2007,12.25
2006-12-04,R7/2007,12.0
2006-12-04,R8/2007,12.0
2006-12-11,R1/2007,13.0
2006-12-11,R1/2008,11.5
2006-12-11,R2/2007,12.75
2006-12-11,R3/2007,12.5
2006-12-11,R4/2007,12.25
2006-12-11,R5/2007,12.25
2006-12-11,R6/2007,12.0
2006-12-11,R7/2007,12.0
2006-12-11,R8/2007,12.0
2006-12-18,R1/2007,13.0
2006-12-18,R1/2008,11.5
2006-12-18,R2/2007,12.75
2006-12-18,R3/2007,12.5
2006-12-18,R4/2007,12.25
2006-12-18,R5/2007,12.0
2006-12-18,R6/2007,12.0
2006-12-18,R7/2007,12.0
2006-12-18,R8/2007,12.0
2006-12-26,R1/2007,13.0
2006-12-26,R1/2008,11.5
2006-12-26,R2/2007,12.75
2006-12-26,R3/2007,12.5
2006-12-26,R4/2007,12.25
2006-12-26,R5/2007,12.0
2006-12-26,R6/2007,12.0
2006-12-26,R7/2007,12.0
2006-12-26,R8/2007,11.75
2007-01-02,R1/2007,13.0
2007-01-02,R1/2008,11.5
2007-01-02,R2/2007,12.75
2007-01-02,R3/2007,12.5
2007-01-02,R4/2007,12.25
2007-01-02,R5/2007,12.0
2007-01-02,R6/2007,12.0
2007-01-02,R7/2007,11.88
2007-01-02,R8/2007,11.75
2007-01-08,R1/2007,13.0
2007-01-08,R1/2008,11.5
2007-01-08,R2/2007,12.75
2007-01-08,R3/2007,12.5
2007-01-08,R4/2007,12.25
2007-01-08,R5/2007,12.0
2007-01-08,R6/2007,12.0
2007-01-08,R7/2007,11.75
2007-01-08,R8/2007,11.75
2007-01-15,R1/2007,13.0
2007-01-15,R1/2008,11.5
2007-01-15,R2/2007,12.75
2007-01-15,R3/2007,12.5
2007-01-15,R4/2007,12.25
2007-01-15,R5/2007,12.0
2007-01-15,R6/2007,11.88
2007-01-15,R7/2007,11.75
2007-01-15,R8/2007,11.75
2007-01-22,R1/2007,13.0
2007-01-22,R1/2008,11.5
2007-01-22,R2/2007,12.75
2007-01-22,R3/2007,12.5
2007-01-22,R4/2007,12.25
2007-01-22,R5/2007,12.0
2007-01-22,R6/2007,11.75
2007-01-22,R7/2007,11.75
2007-01-22,R8/2007,11.5
2007-01-26,R2/2008,11.13
2007-01-29,R1/2008,11.5
2007-01-29,R2/2007,12.75
2007-01-29,R2/2008,11.0
2007-01-29,R3/2007,12.5
2007-01-29,R4/2007,12.25
2007-01-29,R5/2007,12.0
2007-01-29,R6/2007,11.88
2007-01-29,R7/2007,11.75
2007-01-29,R8/2007,11.75
2007-02-05,R1/2008,11.5
2007-02-05,R2/2007,12.75
2007-02-05,R2/2008,11.25
2007-02-05,R3/2007,12.5
2007-02-05,R4/2007,12.25
2007-02-05,R5/2007,12.0
2007-02-05,R6/2007,11.75
2007-02-05,R7/2007,11.75
2007-02-05,R8/2007,11.5
2007-02-12,R1/2008,11.25
2007-02-12,R2/2007,12.75
2007-02-12,R2/2008,11.25
2007-02-12,R3/2007,12.5
2007-02-12,R4/2007,12.25
2007-02-12,R5/2007,12.0
2007-02-12,R6/2007,11.75
2007-02-12,R7/2007,11.5
2007-02-12,R8/2007,11.5
2007-02-21,R1/2008,11.25
2007-02-21,R2/2007,12.75
2007-02-21,R2/2008,11.25
2007-02-21,R3/2007,12.5
2007-02-21,R4/2007,12.25
2007-02-21,R5/2007,12.0
2007-02-21,R6/2007,11.75
