data,reuniao,mediana
2021-08-02,R1/2023,7.0
2021-08-02,R2/2022,7.25
2021-08-02,R2/2023,7.0
2021-08-02,R3/2022,7.25
2021-08-02,R3/2023,7.0
2021-08-02,R4/2022,7.25
2021-08-02,R4/2023,7.0
2021-08-02,R5/2021,5.25
2021-08-02,R5/2022,7.0
2021-08-02,R6/2021,6.25
2021-08-02,R6/2022,7.25
2021-08-02,R7/2021,7.0
2021-08-02,R7/2022,7.25
2021-08-02,R8/2021,7.0
2021-08-02,R8/2022,7.0
2021-08-05,R5/2023,6.25
2021-08-09,R1/2022,7.5
2021-08-09,R1/2023,7.25
2021-08-09,R2/2022,7.5
2021-08-09,R2/2023,7.0
2021-08-09,R3/2022,7.5
2021-08-09,R3/2023,7.0
2021-08-09,R4/2022,7.5
2021-08-09,R4/2023,7.0
2021-08-09,R5/2022,7.5
2021-08-09,R5/2023,7.0
2021-08-09,R6/2021,6.25
2021-08-09,R6/2022,7.5
2021-08-09,R7/2021,7.0
2021-08-09,R7/2022,7.5
2021-08-09,R8/2021,7.5
2021-08-09,R8/2022,7.5
2021-08-16,R1/2022,7.75
2021-08-16,R1/2023,7.5
2021-08-16,R2/2022,7.75
2021-08-16,R2/2023,7.0
2021-08-16,R3/2022,7.75
2021-08-16,R3/2023,7.0
2021-08-16,R4/2022,7.75
2021-08-16,R4/2023,7.0
2021-08-16,R5/2022,7.75
2021-08-16,R5/2023,7.0
2021-08-16,R6/2021,6.25
2021-08-16,R6/2022,7.5
2021-08-16,R7/2021,7.0
2021-08-16,R7/2022,7.625
2021-08-16,R8/2021,7.5
2021-08-16,R8/2022,7.5
2021-08-23,R1/2022,7.75
2021-08-23,R1/2023,7.5
2021-08-23,R2/2022,7.75
2021-08-23,R2/2023,7.25
2021-08-23,R3/2022,8.0
2021-08-23,R3/2023,7.0
2021-08-23,R4/2022,7.75
2021-08-23,R4/2023,7.0
2021-08-23,R5/2022,7.625
2021-08-23,R5/2023,6.5
2021-08-23,R6/2021,6.25
2021-08-23,R6/2022,7.5
2021-08-23,R7/2021,7.25
2021-08-23,R7/2022,7.5
2021-08-23,R8/2021,7.75
2021-08-23,R8/2022,7.75
2021-08-30,R1/2022,8.0
2021-08-30,R1/2023,7.75
2021-08-30,R2/2022,8.0
2021-08-30,R2/2023,7.625
2021-08-30,R3/2022,8.0
2021-08-30,R3/2023,7.0
2021-08-30,R4/2022,8.0
2021-08-30,R4/2023,7.25
2021-08-30,R5/2022,7.75
2021-08-30,R5/2023,7.0
2021-08-30,R6/2021,6.25
2021-08-30,R6/2022,7.75
2021-08-30,R7/2021,7.25
2021-08-30,R7/2022,8.0
2021-08-30,R8/2021,7.75
2021-08-30,R8/2022,7.75
2021-09-06,R1/2022,8.0
2021-09-06,R1/2023,7.5
2021-09-06,R2/2022,8.0
2021-09-06,R2/2023,7.5
2021-09-06,R3/2022,8.0
2021-09-06,R3/2023,7.0
2021-09-06,R4/2022,8.0
2021-09-06,R4/2023,7.0
2021-09-06,R5/2022,8.0
2021-09-06,R5/2023,6.5
2021-09-06,R6/2021,6.25
2021-09-06,R6/2022,8.0
2021-09-06,R7/2021,7.25
2021-09-06,R7/2022,8.0
2021-09-06,R8/2021,7.75
2021-09-06,R8/2022,8.0
2021-09-13,R1/2022,8.5
2021-09-13,R1/2023,8.0
2021-09-13,R2/2022,8.5
2021-09-13,R2/2023,7.625
2021-09-13,R3/2022,8.5
2021-09-13,R3/2023,7.0
2021-09-13,R4/2022,8.5
2021-09-13,R4/2023,7.375
2021-09-13,R5/2022,8.0
2021-09-13,R5/2023,7.0
2021-09-13,R6/2021,6.25
2021-09-13,R6/2022,8.0
2021-09-13,R7/2021,7.25
2021-09-13,R7/2022,8.5
2021-09-13,R8/2021,8.0
2021-09-13,R8/2022,8.5
2021-09-20,R1/2022,8.5
2021-09-20,R1/2023,8.0
2021-09-20,R2/2022,8.5
2021-09-20,R2/2023,7.75
2021-09-20,R3/2022,8.5
2021-09-20,R3/2023,7.25
2021-09-20,R4/2022,8.5
2021-09-20,R4/2023,7.0
2021-09-20,R5/2022,8.5
2021-09-20,R5/2023,7.0
2021-09-20,R6/2021,6.25
2021-09-20,R6/2022,8.5
2021-09-20,R7/2021,7.25
2021-09-20,R7/2022,8.5
2021-09-20,R8/2021,8.25
2021-09-20,R8/2022,8.5
2021-09-23,R6/2023,6.5
2021-09-27,R1/2022,8.75
2021-09-27,R1/2023,8.0
2021-09-27,R2/2022,8.75
2021-09-27,R2/2023,8.0
2021-09-27,R3/2022,8.75
2021-09-27,R3/2023,7.25
2021-09-27,R4/2022,8.75
2021-09-27,R4/2023,7.0
2021-09-27,R5/2022,8.75
2021-09-27,R5/2023,6.75
2021-09-27,R6/2022,8.75
2021-09-27,R6/2023,6.5
2021-09-27,R7/2021,7.25
2021-09-27,R7/2022,8.5
2021-09-27,R8/2021,8.25
2021-09-27,R8/2022,8.5
2021-10-04,R1/2022,8.75
2021-10-04,R1/2023,8.25
2021-10-04,R2/2022,9.0
2021-10-04,R2/2023,7.875
2021-10-04,R3/2022,9.0
2021-10-04,R3/2023,7.5
2021-10-04,R4/2022,9.0
2021-10-04,R4/2023,7.0
2021-10-04,R5/2022,9.0
2021-10-04,R5/2023,7.0
2021-10-04,R6/2022,9.0
2021-10-04,R6/2023,6.75
2021-10-04,R7/2021,7.25
2021-10-04,R7/2022,9.0
2021-10-04,R8/2021,8.25
2021-10-04,R8/2022,8.75
2021-10-11,R1/2022,8.75
2021-10-11,R1/2023,8.125
2021-10-11,R2/2022,9.0
2021-10-11,R2/2023,8.0
2021-10-11,R3/2022,9.0
2021-10-11,R3/2023,7.25
2021-10-11,R4/2022,9.0
2021-10-11,R4/2023,7.0
2021-10-11,R5/2022,9.0
2021-10-11,R5/2023,6.75
2021-10-11,R6/2022,9.0
2021-10-11,R6/2023,7.0
2021-10-11,R7/2021,7.25
2021-10-11,R7/2022,9.0
2021-10-11,R8/2021,8.25
2021-10-11,R8/2022,8.75
2021-10-18,R1/2022,8.75
2021-10-18,R1/2023,8.5
2021-10-18,R2/2022,9.0
2021-10-18,R2/2023,8.0
2021-10-18,R3/2022,9.0
2021-10-18,R3/2023,7.875
2021-10-18,R4/2022,9.0
2021-10-18,R4/2023,7.5
2021-10-18,R5/2022,9.0
2021-10-18,R5/2023,7.5
2021-10-18,R6/2022,9.0
2021-10-18,R6/2023,7.25
2021-10-18,R7/2021,7.25
2021-10-18,R7/2022,9.0
2021-10-18,R8/2021,8.25
2021-10-18,R8/2022,9.0
2021-10-25,R1/2022,9.75
2021-10-25,R1/2023,9.0
2021-10-25,R2/2022,10.25
2021-10-25,R2/2023,8.75
2021-10-25,R3/2022,10.25
2021-10-25,R3/2023,8.0
2021-10-25,R4/2022,10.25
2021-10-25,R4/2023,7.75
2021-10-25,R5/2022,10.25
2021-10-25,R5/2023,7.5
2021-10-25,R6/2022,10.25
2021-10-25,R6/2023,7.25
2021-10-25,R7/2021,7.5
2021-10-25,R7/2022,9.75
2021-10-25,R8/2021,8.75
2021-10-25,R8/2022,10.0
2021-10-28,R7/2023,8.0
2021-11-01,R1/2022,10.25
2021-11-01,R1/2023,10.0
2021-11-01,R2/2022,11.0
2021-11-01,R2/2023,9.375
2021-11-01,R3/2022,11.0
2021-11-01,R3/2023,8.5
2021-11-01,R4/2022,11.0
2021-11-01,R4/2023,8.5
2021-11-01,R5/2022,11.0
2021-11-01,R5/2023,8.0
2021-11-01,R6/2022,11.0
2021-11-01,R6/2023,8.0
2021-11-01,R7/2022,10.5
2021-11-01,R7/2023,8.0
2021-11-01,R8/2021,9.25
2021-11-01,R8/2022,10.5
2021-11-08,R1/2022,10.25
2021-11-08,R1/2023,10.25
2021-11-08,R2/2022,11.0
2021-11-08,R2/2023,9.5
2021-11-08,R3/2022,11.25
2021-11-08,R3/2023,9.0
2021-11-08,R4/2022,11.25
2021-11-08,R4/2023,8.5
2021-11-08,R5/2022,11.25
2021-11-08,R5/2023,8.0
2021-11-08,R6/2022,11.25
2021-11-08,R6/2023,8.0
2021-11-08,R7/2022,11.0
2021-11-08,R7/2023,8.0
2021-11-08,R8/2021,9.25
2021-11-08,R8/2022,11.0
2021-11-16,R1/2022,10.75
2021-11-16,R1/2023,10.25
2021-11-16,R2/2022,11.5
2021-11-16,R2/2023,9.75
2021-11-16,R3/2022,11.75
2021-11-16,R3/2023,9.0
2021-11-16,R4/2022,11.75
2021-11-16,R4/2023,8.875
2021-11-16,R5/2022,11.75
2021-11-16,R5/2023,8.125
2021-11-16,R6/2022,11.625
2021-11-16,R6/2023,8.0
2021-11-16,R7/2022,11.25
2021-11-16,R7/2023,8.0
2021-11-16,R8/2021,9.25
2021-11-16,R8/2022,11.0
2021-11-22,R1/2022,10.75
2021-11-22,R1/2023,10.25
2021-11-22,R2/2022,11.625
2021-11-22,R2/2023,9.75
2021-11-22,R3/2022,11.75
2021-11-22,R3/2023,9.0
2021-11-22,R4/2022,11.75
2021-11-22,R4/2023,8.625
2021-11-22,R5/2022,11.75
2021-11-22,R5/2023,8.125
2021-11-22,R6/2022,11.5
2021-11-22,R6/2023,8.0
2021-11-22,R7/2022,11.5
2021-11-22,R7/2023,8.0
2021-11-22,R8/2021,9.25
2021-11-22,R8/2022,11.25
2021-11-29,R1/2022,10.75
2021-11-29,R1/2023,10.75
2021-11-29,R2/2022,11.5
2021-11-29,R2/2023,10.0
2021-11-29,R3/2022,11.75
2021-11-29,R3/2023,9.25
2021-11-29,R4/2022,11.75
2021-11-29,R4/2023,9.25
2021-11-29,R5/2022,11.75
2021-11-29,R5/2023,8.5
2021-11-29,R6/2022,11.75
2021-11-29,R6/2023,8.5
2021-11-29,R7/2022,11.75
2021-11-29,R7/2023,8.0
2021-11-29,R8/2021,9.25
2021-11-29,R8/2022,11.25
2021-12-06,R1/2022,10.75
2021-12-06,R1/2023,10.75
2021-12-06,R2/2022,11.5
2021-12-06,R2/2023,10.0
2021-12-06,R3/2022,11.75
2021-12-06,R3/2023,9.25
2021-12-06,R4/2022,11.75
2021-12-06,R4/2023,8.875
2021-12-06,R5/2022,11.75
2021-12-06,R5/2023,8.25
2021-12-06,R6/2022,11.75
2021-12-06,R6/2023,8.0
2021-12-06,R7/2022,11.5
2021-12-06,R7/2023,8.0
2021-12-06,R8/2021,9.25
2021-12-06,R8/2022,11.25
2021-12-09,R8/2023,8.0
2021-12-13,R1/2022,10.75
2021-12-13,R1/2023,10.75
2021-12-13,R2/2022,11.5
2021-12-13,R2/2023,10.25
2021-12-13,R3/2022,11.75
2021-12-13,R3/2023,9.5
2021-12-13,R4/2022,11.75
2021-12-13,R4/2023,9.0
2021-12-13,R5/2022,11.75
2021-12-13,R5/2023,8.375
2021-12-13,R6/2022,11.75
2021-12-13,R6/2023,8.125
2021-12-13,R7/2022,11.625
2021-12-13,R7/2023,8.0
2021-12-13,R8/2022,11.5
2021-12-13,R8/2023,8.0
2021-12-20,R1/2022,10.75
2021-12-20,R1/2023,10.75
2021-12-20,R2/2022,11.75
2021-12-20,R2/2023,10.375
2021-12-20,R3/2022,11.75
2021-12-20,R3/2023,9.75
2021-12-20,R4/2022,11.75
2021-12-20,R4/2023,9.25
2021-12-20,R5/2022,11.75
2021-12-20,R5/2023,8.5
2021-12-20,R6/2022,11.75
2021-12-20,R6/2023,8.625
2021-12-20,R7/2022,11.75
2021-12-20,R7/2023,8.25
2021-12-20,R8/2022,11.625
2021-12-20,R8/2023,8.0
2021-12-27,R1/2022,10.75
2021-12-27,R1/2023,10.75
2021-12-27,R2/2022,11.75
2021-12-27,R2/2023,10.0
2021-12-27,R3/2022,11.75
2021-12-27,R3/2023,9.0
2021-12-27,R4/2022,11.75
2021-12-27,R4/2023,8.625
2021-12-27,R5/2022,11.75
2021-12-27,R5/2023,8.25
2021-12-27,R6/2022,11.75
2021-12-27,R6/2023,8.125
2021-12-27,R7/2022,11.75
2021-12-27,R7/2023,8.0
2021-12-27,R8/2022,11.5
2021-12-27,R8/2023,8.0
2022-01-03,R1/2022,10.75
2022-01-03,R1/2023,10.75
2022-01-03,R2/2022,11.75
2022-01-03,R2/2023,10.5
2022-01-03,R3/2022,11.75
2022-01-03,R3/2023,9.5
2022-01-03,R4/2022,11.75
2022-01-03,R4/2023,9.5
2022-01-03,R5/2022,11.75
2022-01-03,R5/2023,8.5
2022-01-03,R6/2022,11.75
2022-01-03,R6/2023,8.5
2022-01-03,R7/2022,11.75
2022-01-03,R7/2023,8.375
2022-01-03,R8/2022,11.75
2022-01-03,R8/2023,8.0001
2022-01-10,R1/2022,10.75
2022-01-10,R1/2023,10.875
2022-01-10,R2/2022,11.75
2022-01-10,R2/2023,10.5
2022-01-10,R3/2022,11.75
2022-01-10,R3/2023,9.5
2022-01-10,R4/2022,11.75
2022-01-10,R4/2023,8.75
2022-01-10,R5/2022,11.75
2022-01-10,R5/2023,8.25
2022-01-10,R6/2022,11.75
2022-01-10,R6/2023,8.25
2022-01-10,R7/2022,11.75
2022-01-10,R7/2023,8.0
2022-01-10,R8/2022,11.75
2022-01-10,R8/2023,8.0
2022-01-17,R1/2022,10.75
2022-01-17,R1/2023,11.0
2022-01-17,R2/2022,11.75
2022-01-17,R2/2023,10.25
2022-01-17,R3/2022,11.75
2022-01-17,R3/2023,9.75
2022-01-17,R4/2022,11.75
2022-01-17,R4/2023,9.0
2022-01-17,R5/2022,11.75
2022-01-17,R5/2023,8.75
2022-01-17,R6/2022,11.75
2022-01-17,R6/2023,8.5
2022-01-17,R7/2022,11.75
2022-01-17,R7/2023,8.0
2022-01-17,R8/2022,11.75
2022-01-17,R8/2023,8.0
2022-01-24,R1/2022,10.75
2022-01-24,R1/2023,11.0
2022-01-24,R2/2022,11.75
2022-01-24,R2/2023,10.25
2022-01-24,R3/2022,11.75
2022-01-24,R3/2023,9.5
2022-01-24,R4/2022,11.75
2022-01-24,R4/2023,9.0
2022-01-24,R5/2022,11.75
2022-01-24,R5/2023,8.5
2022-01-24,R6/2022,11.75
2022-01-24,R6/2023,8.25
2022-01-24,R7/2022,11.75
2022-01-24,R7/2023,8.0
2022-01-24,R8/2022,11.75
2022-01-24,R8/2023,8.0
2022-01-31,R1/2022,10.75
2022-01-31,R1/2023,11.0
2022-01-31,R2/2022,11.75
2022-01-31,R2/2023,10.75
2022-01-31,R3/2022,12.0
2022-01-31,R3/2023,9.75
2022-01-31,R4/2022,12.0
2022-01-31,R4/2023,9.5
2022-01-31,R5/2022,12.0
2022-01-31,R5/2023,8.75
2022-01-31,R6/2022,12.0
2022-01-31,R6/2023,8.5
2022-01-31,R7/2022,11.875
2022-01-31,R7/2023,8.25
2022-01-31,R8/2022,11.875
2022-01-31,R8/2023,8.0
2022-02-03,R1/2024,8.0
2022-02-07,R1/2023,11.25
2022-02-07,R1/2024,7.75
2022-02-07,R2/2022,11.75
2022-02-07,R2/2023,10.5
2022-02-07,R3/2022,12.0
2022-02-07,R3/2023,9.75
2022-02-07,R4/2022,12.0
2022-02-07,R4/2023,9.25
2022-02-07,R5/2022,12.0
2022-02-07,R5/2023,8.75
2022-02-07,R6/2022,12.0
2022-02-07,R6/2023,8.25
2022-02-07,R7/2022,12.0
2022-02-07,R7/2023,8.25
2022-02-07,R8/2022,11.75
2022-02-07,R8/2023,8.0
2022-02-14,R1/2023,11.75
2022-02-14,R1/2024,8.0
2022-02-14,R2/2022,11.75
2022-02-14,R2/2023,11.125
2022-02-14,R3/2022,12.25
2022-02-14,R3/2023,10.25
2022-02-14,R4/2022,12.25
2022-02-14,R4/2023,9.75
2022-02-14,R5/2022,12.25
2022-02-14,R5/2023,9.0
2022-02-14,R6/2022,12.25
2022-02-14,R6/2023,8.5
2022-02-14,R7/2022,12.25
2022-02-14,R7/2023,8.5
2022-02-14,R8/2022,12.25
2022-02-14,R8/2023,8.0
2022-02-21,R1/2023,11.75
2022-02-21,R1/2024,8.0
2022-02-21,R2/2022,11.75
2022-02-21,R2/2023,11.25
2022-02-21,R3/2022,12.25
2022-02-21,R3/2023,10.25
2022-02-21,R4/2022,12.25
2022-02-21,R4/2023,9.75
2022-02-21,R5/2022,12.25
2022-02-21,R5/2023,9.0
2022-02-21,R6/2022,12.25
2022-02-21,R6/2023,8.75
2022-02-21,R7/2022,12.25
2022-02-21,R7/2023,8.5
2022-02-21,R8/2022,12.25
2022-02-21,R8/2023,8.0
2022-03-02,R1/2023,11.75
2022-03-02,R1/2024,8.0
2022-03-02,R2/2022,11.75
2022-03-02,R2/2023,11.25
2022-03-02,R3/2022,12.25
2022-03-02,R3/2023,10.5
2022-03-02,R4/2022,12.25
2022-03-02,R4/2023,10.0
2022-03-02,R5/2022,12.25
2022-03-02,R5/2023,9.25
2022-03-02,R6/2022,12.25
2022-03-02,R6/2023,8.875
2022-03-02,R7/2022,12.25
2022-03-02,R7/2023,8.5
2022-03-02,R8/2022,12.25
2022-03-02,R8/2023,8.25
2022-03-07,R1/2023,11.75
2022-03-07,R1/2024,8.0
2022-03-07,R2/2022,11.75
2022-03-07,R2/2023,11.5
2022-03-07,R3/2022,12.25
2022-03-07,R3/2023,11.0
2022-03-07,R4/2022,12.5
2022-03-07,R4/2023,10.25
2022-03-07,R5/2022,12.25
2022-03-07,R5/2023,9.75
2022-03-07,R6/2022,12.5
2022-03-07,R6/2023,9.0
2022-03-07,R7/2022,12.5
2022-03-07,R7/2023,8.75
2022-03-07,R8/2022,12.25
2022-03-07,R8/2023,8.5
2022-03-14,R1/2023,12.75
2022-03-14,R1/2024,8.5
2022-03-14,R2/2022,11.75
2022-03-14,R2/2023,12.25
2022-03-14,R3/2022,12.5
2022-03-14,R3/2023,11.75
2022-03-14,R4/2022,13.0
2022-03-14,R4/2023,11.0
2022-03-14,R5/2022,13.0
2022-03-14,R5/2023,10.375
2022-03-14,R6/2022,13.0
2022-03-14,R6/2023,9.625
2022-03-14,R7/2022,13.0
2022-03-14,R7/2023,9.25
2022-03-14,R8/2022,13.0
2022-03-14,R8/2023,9.0
2022-03-17,R2/2024,8.5
2022-03-21,R1/2023,12.75
2022-03-21,R1/2024,8.75
2022-03-21,R2/2023,12.25
2022-03-21,R2/2024,8.5
2022-03-21,R3/2022,12.75
2022-03-21,R3/2023,11.75
2022-03-21,R4/2022,13.0
2022-03-21,R4/2023,11.0
2022-03-21,R5/2022,13.185
2022-03-21,R5/2023,10.5
2022-03-21,R6/2022,13.0
2022-03-21,R6/2023,10.0
2022-03-21,R7/2022,13.1875
2022-03-21,R7/2023,9.25
2022-03-21,R8/2022,13.0
2022-03-21,R8/2023,9.0
2022-03-28,R1/2023,12.75
2022-03-28,R1/2024,8.53
2022-03-28,R2/2023,12.5
2022-03-28,R2/2024,8.5
2022-03-28,R3/2022,12.75
2022-03-28,R3/2023,11.75
2022-03-28,R4/2022,13.0
2022-03-28,R4/2023,11.25
2022-03-28,R5/2022,13.0
2022-03-28,R5/2023,10.5
2022-03-28,R6/2022,13.0
2022-03-28,R6/2023,10.0
2022-03-28,R7/2022,13.0
2022-03-28,R7/2023,9.5
2022-03-28,R8/2022,13.0
2022-03-28,R8/2023,9.0
2022-04-04,R1/2023,12.75
2022-04-04,R1/2024,8.75
2022-04-04,R2/2023,12.5
2022-04-04,R2/2024,8.5
2022-04-04,R3/2022,12.75
2022-04-04,R3/2023,11.75
2022-04-04,R4/2022,12.75
2022-04-04,R4/2023,11.25
2022-04-04,R5/2022,13.0
2022-04-04,R5/2023,10.75
2022-04-04,R6/2022,12.75
2022-04-04,R6/2023,10.25
2022-04-04,R7/2022,12.75
2022-04-04,R7/2023,9.75
2022-04-04,R8/2022,12.75
2022-04-04,R8/2023,9.0
2022-04-11,R1/2023,12.75
2022-04-11,R1/2024,8.625
2022-04-11,R2/2023,12.75
2022-04-11,R2/2024,8.5
2022-04-11,R3/2022,12.75
2022-04-11,R3/2023,11.75
2022-04-11,R4/2022,13.25
2022-04-11,R4/2023,11.5
2022-04-11,R5/2022,13.25
2022-04-11,R5/2023,10.75
2022-04-11,R6/2022,13.25
2022-04-11,R6/2023,10.25
2022-04-11,R7/2022,13.25
2022-04-11,R7/2023,9.5
2022-04-11,R8/2022,13.0
2022-04-11,R8/2023,9.0
2022-04-18,R1/2023,13.0
2022-04-18,R1/2024,8.5
2022-04-18,R2/2023,12.5
2022-04-18,R2/2024,8.5
2022-04-18,R3/2022,12.75
2022-04-18,R3/2023,12.0
2022-04-18,R4/2022,13.25
2022-04-18,R4/2023,11.25
2022-04-18,R5/2022,13.25
2022-04-18,R5/2023,10.5
2022-04-18,R6/2022,13.25
2022-04-18,R6/2023,10.0
2022-04-18,R7/2022,13.25
2022-04-18,R7/2023,9.5
2022-04-18,R8/2022,13.25
2022-04-18,R8/2023,9.0
2022-04-25,R1/2023,13.0
2022-04-25,R1/2024,8.75
2022-04-25,R2/2023,12.75
2022-04-25,R2/2024,8.25
2022-04-25,R3/2022,12.75
2022-04-25,R3/2023,12.25
2022-04-25,R4/2022,13.25
2022-04-25,R4/2023,11.5
2022-04-25,R5/2022,13.25
2022-04-25,R5/2023,10.75
2022-04-25,R6/2022,13.25
2022-04-25,R6/2023,10.25
2022-04-25,R7/2022,13.25
2022-04-25,R7/2023,9.75
2022-04-25,R8/2022,13.25
2022-04-25,R8/2023,9.25
2022-05-02,R1/2023,13.125
2022-05-02,R1/2024,9.0
2022-05-02,R2/2023,12.75
2022-05-02,R2/2024,8.5
2022-05-02,R3/2022,12.75
2022-05-02,R3/2023,12.25
2022-05-02,R4/2022,13.25
2022-05-02,R4/2023,11.5
2022-05-02,R5/2022,13.25
2022-05-02,R5/2023,10.75
2022-05-02,R6/2022,13.25
2022-05-02,R6/2023,10.25
2022-05-02,R7/2022,13.25
2022-05-02,R7/2023,10.0
2022-05-02,R8/2022,13.25
2022-05-02,R8/2023,9.25
2022-05-05,R3/2024,8.75
2022-05-09,R1/2023,13.25
2022-05-09,R1/2024,9.0
2022-05-09,R2/2023,12.75
2022-05-09,R2/2024,8.75
2022-05-09,R3/2023,12.25
2022-05-09,R3/2024,9.0
2022-05-09,R4/2022,13.25
2022-05-09,R4/2023,11.5
2022-05-09,R5/2022,13.25
2022-05-09,R5/2023,11.0
2022-05-09,R6/2022,13.25
2022-05-09,R6/2023,10.5
2022-05-09,R7/2022,13.25
2022-05-09,R7/2023,10.0
2022-05-09,R8/2022,13.25
2022-05-09,R8/2023,9.25
2022-05-16,R1/2023,13.25
2022-05-16,R1/2024,9.0
2022-05-16,R2/2023,13.25
2022-05-16,R2/2024,8.75
2022-05-16,R3/2023,12.625
2022-05-16,R3/2024,8.5
2022-05-16,R4/2022,13.25
2022-05-16,R4/2023,11.75
2022-05-16,R5/2022,13.25
2022-05-16,R5/2023,11.25
2022-05-16,R6/2022,13.25
2022-05-16,R6/2023,10.75
2022-05-16,R7/2022,13.25
2022-05-16,R7/2023,10.25
2022-05-16,R8/2022,13.25
2022-05-16,R8/2023,9.625
2023-01-02,R1/2023,13.75
2023-01-02,R1/2024,11.75
2023-01-02,R2/2023,13.75
2023-01-02,R2/2024,11.25
2023-01-02,R3/2023,13.75
2023-01-02,R3/2024,11.0
2023-01-02,R4/2023,13.75
2023-01-02,R4/2024,10.5
2023-01-02,R5/2023,13.5
2023-01-02,R5/2024,10.0
2023-01-02,R6/2023,13.25
2023-01-02,R6/2024,10.0
2023-01-02,R7/2023,12.75
2023-01-02,R7/2024,9.5
2023-01-02,R8/2023,12.25
2023-01-02,R8/2024,9.0
2023-01-09,R1/2023,13.75
2023-01-09,R1/2024,11.75
2023-01-09,R2/2023,13.75
2023-01-09,R2/2024,11.25
2023-01-09,R3/2023,13.75
2023-01-09,R3/2024,10.75
2023-01-09,R4/2023,13.75
2023-01-09,R4/2024,10.25
2023-01-09,R5/2023,13.75
2023-01-09,R5/2024,10.0
2023-01-09,R6/2023,13.25
2023-01-09,R6/2024,9.625
2023-01-09,R7/2023,12.875
2023-01-09,R7/2024,9.25
2023-01-09,R8/2023,12.25
2023-01-09,R8/2024,9.25
2023-01-16,R1/2023,13.75
2023-01-16,R1/2024,11.75
2023-01-16,R2/2023,13.75
2023-01-16,R2/2024,11.5
2023-01-16,R3/2023,13.75
2023-01-16,R3/2024,11.0
2023-01-16,R4/2023,13.75
2023-01-16,R4/2024,10.5
2023-01-16,R5/2023,13.75
2023-01-16,R5/2024,10.25
2023-01-16,R6/2023,13.625
2023-01-16,R6/2024,10.0
2023-01-16,R7/2023,13.0
2023-01-16,R7/2024,9.5
2023-01-16,R8/2023,12.5
2023-01-16,R8/2024,9.0
2023-01-23,R1/2023,13.75
2023-01-23,R1/2024,12.0
2023-01-23,R2/2023,13.75
2023-01-23,R2/2024,11.5
2023-01-23,R3/2023,13.75
2023-01-23,R3/2024,11.0
2023-01-23,R4/2023,13.75
2023-01-23,R4/2024,10.75
2023-01-23,R5/2023,13.75
2023-01-23,R5/2024,10.25
2023-01-23,R6/2023,13.5
2023-01-23,R6/2024,10.0
2023-01-23,R7/2023,13.0
2023-01-23,R7/2024,9.75
2023-01-23,R8/2023,12.5
2023-01-23,R8/2024,9.5
2023-01-30,R1/2023,13.75
2023-01-30,R1/2024,12.0
2023-01-30,R2/2023,13.75
2023-01-30,R2/2024,11.5
2023-01-30,R3/2023,13.75
2023-01-30,R3/2024,11.0
2023-01-30,R4/2023,13.75
2023-01-30,R4/2024,10.75
2023-01-30,R5/2023,13.75
2023-01-30,R5/2024,10.5
2023-01-30,R6/2023,13.5
2023-01-30,R6/2024,10.0
2023-01-30,R7/2023,13.0
2023-01-30,R7/2024,10.0
2023-01-30,R8/2023,12.5
2023-01-30,R8/2024,9.625
2023-02-02,R1/2025,9.5
2023-02-06,R1/2024,12.25
2023-02-06,R1/2025,9.5
2023-02-06,R2/2023,13.75
2023-02-06,R2/2024,11.75
2023-02-06,R3/2023,13.75
2023-02-06,R3/2024,11.25
2023-02-06,R4/2023,13.75
2023-02-06,R4/2024,10.75
2023-02-06,R5/2023,13.75
2023-02-06,R5/2024,10.5
2023-02-06,R6/2023,13.75
2023-02-06,R6/2024,10.0
2023-02-06,R7/2023,13.25
2023-02-06,R7/2024,10.0
2023-02-06,R8/2023,12.75
2023-02-06,R8/2024,9.75
2023-02-13,R1/2024,12.25
2023-02-13,R1/2025,10.0
2023-02-13,R2/2023,13.75
2023-02-13,R2/2024,11.75
2023-02-13,R3/2023,13.75
2023-02-13,R3/2024,11.5
2023-02-13,R4/2023,13.75
2023-02-13,R4/2024,11.0
2023-02-13,R5/2023,13.75
2023-02-13,R5/2024,10.75
2023-02-13,R6/2023,13.75
2023-02-13,R6/2024,10.5
2023-02-13,R7/2023,13.25
2023-02-13,R7/2024,10.25
2023-02-13,R8/2023,13.0
2023-02-13,R8/2024,10.0
2023-02-22,R1/2024,12.375
2023-02-22,R1/2025,10.25
2023-02-22,R2/2023,13.75
2023-02-22,R2/2024,11.75
2023-02-22,R3/2023,13.75
2023-02-22,R3/2024,11.75
2023-02-22,R4/2023,13.75
2023-02-22,R4/2024,11.25
2023-02-22,R5/2023,13.75
2023-02-22,R5/2024,11.0
2023-02-22,R6/2023,13.75
2023-02-22,R6/2024,11.0
2023-02-22,R7/2023,13.5
2023-02-22,R7/2024,10.25
2023-02-22,R8/2023,12.75
2023-02-22,R8/2024,10.25
2023-02-27,R1/2024,12.5
2023-02-27,R1/2025,10.125
2023-02-27,R2/2023,13.75
2023-02-27,R2/2024,11.875
2023-02-27,R3/2023,13.75
2023-02-27,R3/2024,11.5
2023-02-27,R4/2023,13.75
2023-02-27,R4/2024,11.0
2023-02-27,R5/2023,13.75
2023-02-27,R5/2024,11.0
2023-02-27,R6/2023,13.75
2023-02-27,R6/2024,10.625
2023-02-27,R7/2023,13.25
2023-02-27,R7/2024,10.5
2023-02-27,R8/2023,13.0
